0	(re)zip	Booth: N2046	['Austin,', 'TX', 'United States']	Rezip Co. designs thoughtful products to help  consumers live a simpler, greener lifestyle. (re)zip® Reusable Storage Bags are the original  food-safe, lightweight, leakproof, freezer-safe  reusable bags. They are designed to simplify  food storage, and make it easy  for consumers to consciously reduce single-use  plastic baggies. (re)zip Reusable Storage Bags  are available in an assortment of sizes and styles  to accommodate a variety of uses including food  prep, pantry storage, organization, and more	Brands: Rezip	['Home', 'Pet', 'Special Attributes']	[['Household Supplies', 'Kitchen & Dining', 'Miscellaneous'], ['Pet Food - Cat', 'Pet Food - Dog'], ['Sustainability']]
1034	Hampton Farms	Booth: 1025	['Raleigh,', 'NC', 'United States']	Hampton Farms is the leading brand of in-shell peanuts in the United States.   We offer a full range of products including  packaged, bulk in-shell peanuts,, shelled peanuts for industrial, food service, organic peanuts, peanut butter & nut butter grinders in addition to processed tree nuts and tree nut butters. We stay true to the vision of our founders, by producing the best quality peanut products & delivering exceptional service.	Brands: Hampton Farms, Jimbo’s Jumbos, Ava’s Dried Fruits and Nuts, Ready Roast Nut Company

	['Pet', 'Special Attributes', 'Bakery', 'Baking & Cooking Ingredients', 'Frozen', 'Snacks']	[['Pet Food - Dog'], ['Food Service Ready', 'Kosher/Parve', 'Specialty/Gourmet', 'Dairy Free', 'Organic Food & Bev', 'Organic Ingredients'], ['Cakes', 'Cookies', 'Dessert Bars', 'Donuts', 'Pastries & Scones'], ['Baking & Cooking Mixes', 'Baking & Cooking Pastes'], ['Frozen Desserts', 'Frozen Meals', 'Ice Cream'], ['Cereal & Granola Bars', 'Energy & Nutrition Bars', 'Nuts & Seeds', 'Other Snacks', 'Pretzels', 'Snack Cakes']]
1035	Hanamaruki Foods Inc.	Booth: 3899A	['Tokyo,', 'Japan']	N/A	N/A	[]	[]
1036	Haniko	Booth: 2892	['Saharanpur,', 'Uttar Pradesh', 'India']	N/A	N/A	[]	[]
1037	Happy Candy	Booth: 7812	['Bedford Hills,', 'NY', 'United States']	N/A	N/A	[]	[]
1038	Happy Elephant	Booth: 2904	['Orem,', 'UT', 'United States']	HAPPY ELEPHANT: Next-generation clean with a cause. With our patented plant-powered cleaning, we have all your home care items for the kitchen, bathroom, laundry room, and any other room. We support the Borneo Conservation Trust and all products are RSPO certified. With you, we can keep your home (and theirs) clean & green.	N/A	[]	[]
1039	Happy Nuts / Happy Curves	Booth: 3101	['Hermosa Beach,', 'CA', 'United States']	Are your customers looking for a natural solution to Mens every day problems?   Look no further!  Happy Nuts® was created and launched in 2019 to take the guess work out of male grooming, particularly below the belt.  All of our formulations are vegan, plant based, gluten-free, and cruelty free. Packaging is made with a minimum of 50% recycled materials, with innovative and custom dispensing methods.   Optimally designed by a team of industry experts in formulation, packaging, and marketing.	Brands: Happy Nuts®
Happy Curves	['Cosmetics Personal Care', 'Packaging', 'Special Attributes']	[['Hair Care', 'Deodorant & Anti-Perspirant', 'Hair Removal & Shaving', 'Baby Care', 'Bath & Body', 'Feminine & Sexual Care', 'Foot Care', "Men's Personal Care & Grooming"], ['Recycled Products'], ['Convenience', 'Cruelty-Free', 'Organic Ingredients']]
1040	Happy Snacks	Booth: N1724	['Park City,', 'IL', 'United States']	Our value proposition, which makes our brand highly differentiated from any other snack is that it is: Plant based Non-GMO with natural ingredients Nut and peanut free Free of egg and milk Fortified with essential vitamins and minerals, unique to the cookie category Long considered the industry’s premium product in the category Our brand, product and packaging is for “the kid in all of us”, proven to resonate with all generations.	Brands: Happy Snacks® brand cookies are better for you, better tasting and better priced than other cookies in our category.	['Baby Food', 'Other Products & Services', 'Special Attributes', 'Snacks']	[['Baby Food Shelf'], ["Children's Miscellaneous"], ['Allergy Free', 'Convenience', 'Dairy Free', 'Egg Free', 'Specialty/Gourmet', 'Trans Fat Free', 'Vegan'], ['Crackers', 'Other Snacks']]
1041	Hardbite	Booth: N1342	['Surrey,', 'BC', 'Canada']	Naturally Homegrown Foods Ltd. is a premium snack food company based just outside Vancouver BC Canada. We produce a line of kettle-cooked style potato chips and root vegetable chips under the Hardbite™ brand name. Our chips are all natural, NON-GMO project verified/pending verification. Come try our Parsnip ("Eat Your Parsnips"), Beet ("Drop'n Mad Beets"), and Carrot ("18 Carrot Gold") chips. For more information, please visit our website www.hardbitechips.com	Brands: Hardbite	['Special Attributes']	[['Gluten/Wheat Free', 'Kosher/Parve']]
1042	Harken Sweets	Booth: N1213	['New York,', 'NY', 'United States']	N/A	N/A	['Bakery', 'Baking & Cooking Ingredients', 'Breakfast', 'Candy', 'Dairy Alternatives', 'Herbs & Functional Foods', 'Home', 'Snacks', 'Special Attributes']	[['Cakes', 'Cookies', 'Dessert Bars'], ['Baking Chips & Chocolate', 'Flours, Meals'], ['Breakfast Bars'], ['Candied & Chocolate Covered Snacks', 'chocolate bars & candy'], ['Egg Substitutes'], ['Herbs & Functional Foods'], ['Kitchen & Dining'], ['Cereal & Granola Bars', 'Energy & Nutrition Bars', 'Mint & Gum', 'Other Snacks'], ['Allergy Free', 'Anti-Aging', 'Cocoa', 'Convenience', 'Cruelty-Free', 'Dairy Free', 'Dietetic', 'Egg Free', 'Food Service Ready', 'Full Line', 'Functional Food', 'Gluten/Wheat Free', 'Kids', 'Low Carb', 'Organic Food & Bev', 'Organic Ingredients', 'Special Diet', 'Specialty/Gourmet', 'Sustainability', 'Trans Fat Free', 'Vegan']]
1043	Harmless Harvest	Booth: 376	['San Francisco,', 'CA', 'United States']	Harmless Harvest is dedicated to generating a positive impact through business. Our ecosystem-based model values & respects each person and community contributing to the creation of our organic, delicious & healthy plant based products. Harmless Harvest is proud to be the first American coconut water to be Fair for Life. We developed the supply chain from the ground up, establishing the best practices; food safety, quality protocols & pioneering processes to deliver the highest quality to you.	Brands: Harmless Harvest Organic Coconut Water 
Harmless Harvest Coconut Probiotics

	['Raw Ingredients', 'Special Attributes']	[['Other', 'Other'], ['Functional Beverage']]
1044	Harney & Sons Fine Teas	Booth: 2018	['Millerton,', 'NY', 'United States']	N/A	N/A	['Services', 'Special Attributes']	[['Education', 'Training'], ['Kosher/Parve']]
1045	Harrens Lab Inc.	Booth: 8900	['Hayward,', 'CA', 'United States']	N/A	N/A	['Services']	[['Analytical Laboratories', 'Certification Services', 'Consulting', 'Customer Services', 'Incubation/Acceleration']]
1046	Harris Spice	Booth: 1658	['Anaheim,', 'CA', 'United States']	Introducing Newman's Own spice and seasonings, the first line of spices to offer Rainforest Alliance Certificated spices and continuing Paul Newman's legacy, giving 100% profits to charity since 1982. Come see our expansive line of conventional, organic, and clean label spice and seasonings that not only taste great, but do good. In Paul's words, "Let's Give it All Away!"  Harris Spice is a global spice company with manufacturing facilities in Anaheim, California and Vietnam.	Brands: Newman's Own, Pep & Zip	['Special Attributes', 'Seasonings & Spices']	[['Full Line', 'Full Line Organic', 'Kosher/Parve', 'Organic Food & Bev', 'Organic Ingredients'], ['Dry Seasoning Mixes & Blends', 'Herbs & Spices', 'Pepper', 'Salt']]
1047	Harvest Sherwood Food Distributors	Booth: 386	['National City,', 'CA', 'United States']	N/A	N/A	[]	[]
1048	Hatch Chile Co.	Booth: 5430	['Coppell,', 'TX', 'United States']	Hatch is a New Mexico founded company that is focused on premium quality Southwestern food products including shelf stable green chile, jalapenos, enchilada sauces, taco sauce, and salsas. Most of our products are Certified Gluten Free (GF), Vegan, and Kosher. Our green enchilada sauces are NON GMO Project Verified. We have national distribution in natural and specialty grocery stores and distribute our products with all the major distributors including UNFI, KeHE, DPI Specialty and others.	Brands: HATCH, HATCH Select, ZIA Green Chile, Sadie's, and Santa Fe Bean	['Special Attributes']	[['Ethnic', 'Gluten/Wheat Free', 'Kosher/Parve', 'Organic Processed/Packaged', 'Specialty/Gourmet', 'Trans Fat Free', 'Vegan']]
1049	Haven's Kitchen	Booth: N1627	['New York,', 'NY', 'United States']	Haven’s Kitchen makes better for you flavor shortcuts for the busy home cook. Our line of fresh, globally inspired cooking sauces and dippable Aiolis are BOLD flavors and clean ingredients. Vegan and naturally gluten-free, Haven’s Kitchen elevates any home meal. Ask us how to build your retail baskets !	Brands: HK Refrigerated Sauces and Marinades: Herby Chimichurri, Gingery Miso, Golden Turmeric Tahini
HK Shelf Stable Aioli's: Chili Bang Band, Zesty Jalapeno, Herby Yuzu, Sunshine Chili	['Special Attributes']	[['Convenience', 'Dairy Free', 'Ethnic/Multicultural', 'Gluten/Wheat Free', 'Kosher/Parve', 'Specialty/Gourmet', 'Vegan']]
1050	Hawaii Pavilion	Booth: N915, N912, N913, N914, N916, N917, N918, N919, N920, N921	['Honolulu,', 'HI', 'United States']	N/A	N/A	[]	[]
1051	Hawaii Volcanic Beverages	Booth: 5009	['Princeville,', 'HI', 'United States']	N/A	N/A	[]	[]
1052	HBF Foods	Booth: 8708	['Morristown,', 'TN', 'United States']	N/A	N/A	[]	[]
1053	HBI Health & Beauty Innovations	Booth: 3149	['Plymouth,', 'MN', 'United States']	We are a family of contract manufacturing businesses, with 3 US locations; Florida, Minnesota, and Montana. Each facility FDA-registered facility specializes in turn-key contract manufacturing of dietary supplements in a variety of forms. We help turn your great idea into an exceptional product.  	Brands: Turn-key contract manufacturer of dietary supplements formats including; effervescent tablets, powders, non-effervescent powders, tablets, chewable tablets, capsules, capsules-inside-capsules, liquid fill capsules, tinctures, and gummies.	['Services', 'Special Attributes']	[['Contract Manufacturing'], ['Functional Beverage']]
1054	HC PACKAGING VIETNAM COMPANY LIMITED	Booth: 3185	['binh duong,', 'Viet Nam']	N/A	N/A	[]	[]
1055	Hddes Extracts Pvt Ltd	Booth: 1531	['Colombo-10,', 'Sri Lanka']	N/A	Brands: oils, fruits, spices, extracts	['Condiments & Sauces', 'Herbs & Functional Foods', 'Raw Ingredients', 'Seasonings & Spices', 'Special Attributes']	[['Condiments & Sauces', 'Mustard'], ['Herbs & Functional Foods'], ['Fats & Oils', 'Herbs'], ['Herbs & Spices', 'Pepper', 'Wet Seasoning Mixes & Blends'], ['Organic Ingredients', 'Organic Processed/Packaged']]
1056	Health Thru Nutrition	Booth: 3576	['Westbury,', 'NY', 'United States']	Health Thru Nutrition offers the best in nutritional supplements with clinically studied and validated formulas. Our broad line includes Vitamins, Minerals, EFA’s, Amino Acids, Antioxidants, and Formulas geared for Structure Function Categories. All our products offer the highest quality, most bioavailable ingredients at a premium product retail value. We have over 40 years manufacturing experience and operate a GMP & NSF certified facility in the US. Our mission is simple: to empower people to live healthier, more informed lives through the power of nutrition.	N/A	[]	[]
1057	Health-Ade Kombucha	Booth: 5347	['Los Angeles,', 'CA', 'United States']	Health-Ade was founded in 2012 by Daina Trout alongside her husband, Justin Trout, and best friend, Vanessa Dew in Los Angeles, where they now operate a brewery in the Torrance community. Health-Ade Kombucha is always free of preservatives, artificial flavors, and fake fermenting agents, and never engineered or force-carbonated.	Brands: We're on a mission to inspire you to discover the power of your gut and become your happiest and healthiest self.	['Raw Ingredients', 'Special Attributes', 'Beverages']	[['**flavors'], ['Dairy Free', 'Functional Beverage', 'Vegan'], ['Kombucha']]
1058	HealthAid America, Inc.	Booth: 4111	['Sunnyvale,', 'CA', 'United States']	Since 1992.Whilst the American branch of the tree for HealthAid lies in the state of California, the root and core of the organization remains in the UK. It began more than a decade earlier in 1982 - with the launch of a single multivitamin product. Since then, the company has gone from strength to strength with an expanding range of over 450 products. HealthAid products are now available in over 4,000 pharmacies and health food shops in the UK and in over 65 countries worldwide.	N/A	['Cosmetics Personal Care']	[['Hair Care']]
1059	Healthier Tastier Foods	Booth: 4094	['Baulkham Hills,', 'New South Wales', 'Australia']	N/A	N/A	[]	[]
1060	HealthVerve USA	Booth: 5130	['Rancho Cucamonga,', 'CA', 'United States']	HealthVerve, a food and beverage manufacturing located in the Southern California City of Rancho Cucamonga, is dedicated to developing the most innovative functional foods using the latest technology to produce shelf-stable beverages and food.    We also have certification through California Certified Organic Farmers (CCOF), a certifying body that audits our facility and verifies we meet the National Organic Standards established by the USDA National Organic Program (NOP).   	Brands: BBGLO Skin Rejuvenation Collagen Drinks, Healthee, Golden Nest and Gogee.	['Special Attributes', 'Beverages', 'Dairy Alternatives', 'Services', 'Supplements']	[['Anti-Aging', 'Ethnic', 'Convenience', 'Soy Beverages', 'Specialty/Gourmet', 'Sustainability'], ['Coffee', 'Tea & Infusions'], ['Milk'], ['Contract Manufacturing'], ['Collagen']]
1061	Healthy Crunch	Booth: 8204	['Mississauga,', 'ON', 'Canada']	The Healthy Crunch Company is an artisanal snack food company. Our mission of The Healthy Crunch Company is to create the best tasting foods that make you feel good inside and out. We re-invent traditional foods and make them healthier without comprising taste. Our products are BIG in flavour, BIG on crunch, and BIG on love.  Our products are Non-GMO Project Verified, tree nut-free (Canada only), peanut-free, vegan, gluten-free, paleo, Kosher, and School Approved®.	N/A	['Special Attributes']	[['Convenience', 'Dairy Free', 'Gluten/Wheat Free', 'Kosher/Parve', 'Low Carb', 'Trans Fat Free', 'Vegan']]
1062	Healthy Food Ingredients	Booth: 1635	['Fargo,', 'ND', 'United States']	Healthy Food Ingredients is an on-trend specialty ingredient supplier, meeting demand for sustainable, clean-label solutions from transparency to innovation.  We start with a sustainable supply chain, backed by IntegriPure®, our innovative micro reduction process, to offer a full portfolio of ingredients including non-GMO, organic and gluten-free pulses, grains, seeds, flax and expeller oils, with unique processing capabilities for milling, flaking and blending and consumer-ready products.	Brands: IntegriPure® Micro-Reduction Process, HFI Marketplace®, Simpliful®	['Raw Ingredients', 'Special Attributes']	[['Fats & Oils'], ['Allergy Free', 'Full Line Organic', 'Gluten/Wheat Free', 'Kosher/Parve', 'Organic Ingredients']]
1063	Healthy Obsessions LLC	Booth: 3499	['Southlake,', 'TX', 'United States']	N/A	N/A	[]	[]
1064	Hearthy Foods Inc.	Booth: N214	['LOS ANGELES,', 'CA', 'United States']	N/A	N/A	['Special Attributes']	[['Dairy Free', 'Food Service Ready', 'Gluten/Wheat Free', 'Kosher/Parve']]
1065	Heartland Mill, Inc.	Booth: 1952	['Marienthal,', 'KS', 'United States']	We are a farmer owned organic flour mill, dedicated to the highest quality of flours, grains and a complete oat product line.	Brands: Heartland Mill	['Other Products & Services', 'Raw Ingredients', 'Services', 'Special Attributes']	[['Organic Livestock Feeds'], ['Other'], ['Contract Manufacturing'], ['Kosher/Parve', 'Organic Ingredients']]
1066	Heavenly Organics	Booth: N840	['Longmont,', 'CO', 'United States']	Heavenly Organics®, manufacturers the highest quality organic, non-GMO and fair trade certified  Chocolate Honey Patties, 100% Organic Raw Honey and 100% Organic Whole Cane Sugar on the market. Try our new Nut Butter Super Spreads made with tahini and honey, flavors include Almond Cherry, Pistachio and Chocolate Almond.	Brands: Heavenly Organics 100% Organic Raw Honey from naturally occurring, wild beehives! 
	['Special Attributes']	[['Allergy Free', 'Cocoa', 'Cruelty-Free', 'Dairy Free', 'Gluten/Wheat Free', 'Kosher/Parve', 'Salt-Free', 'Trans Fat Free']]
1067	Helion Food USA	Booth: N1211	['San Jose,', 'CA', 'United States']	N/A	N/A	['Dried Beans, Rice & Grains', 'Meat & Seafood', 'Special Attributes']	[['Rice'], ['Fish & Seafood'], ['Convenience', 'Dairy Free', 'Ethnic', 'Ethnic/Multicultural', 'Gluten/Wheat Free']]
1068	Helpful Hens & Blue Sky Family Farms	Booth: 1077	['Warsaw,', 'IN', 'United States']	Helpful Hens are on a mission to restore the soil with regenerative farming practices. Rebuilding ecosystems and replenishing topsoil one egg at a time. Blue Sky Family Farms puts the welfare of our chickens, people and planet first in every decision we make, every action we take. Our small family farms produce great tasty eggs you can feel good about in every way to nourish body and soul as our eggs are certified humane as our hens live in safe environments expressing their natural behaviors.	Brands: Helpful Hens: Eggs from Regenerative Farms Hens Helping the Soil and Foraging for Goodness. Blue Sky Family Farms: Humane Care Free Range Organic and Non-GMO Eggs; Pasture Raised Organic Eggs. Soy-Free Eggs	['Other Products & Services', 'Raw Ingredients', 'Special Attributes']	[['Organic Livestock Feeds'], ['Other'], ['Functional Food', 'Kosher/Parve', 'Organic Dairy', 'Organic Ingredients']]
1069	Hempress & Harper Hygienics	Booth: 2914	['Round Rock,', 'TX', 'United States']	Hempress is dedicated to providing soulful and sustainable alternatives to single use personal care products through utilizing the power of hemp. We all come from and return to the Earth, we believe our products should too! We are focused on natural products, vegan, 100% organic, with FSC certification. Hemp day pads, hemp night pads, hemp liners, hemp buds and hemp cosmetic pads.	Brands: Hempress	['Cosmetics Personal Care']	[['Deodorant & Anti-Perspirant']]
1070	Henrietta Said	Booth: N1908	['Charlotte,', 'NC', 'United States']	N/A	N/A	['Snacks']	[['Nuts & Seeds', 'Trail Mix & Snack Mixes']]
1071	Heraclea Food Co., Inc	Booth: 7913	['Brooklyn,', 'NY', 'United States']	N/A	N/A	[]	[]
1072	Herb Pharm	Booth: 4211	['Williams,', 'OR', 'United States']	Since 1979, Herb Pharm has been helping people take control of their wellness with the power of plants. We’re the #1 brand of liquid herbal extracts†, a Certified B Corp and we operate the first-ever Regenerative Organic Certified herb farm. Everything we do is rooted in what’s right for plants, people and the planet. †SPINS Natural Channel, Total US, 52 WE 1/1/23	Brands: Herb Pharm	['Herbs & Functional Foods']	[['Herbs & Functional Foods']]
1073	Herbal Creations USA	Booth: 4480	['Ontario,', 'CA', 'United States']	N/A	N/A	[]	[]
1074	Herbaland Naturals, Inc.	Booth: 3679	['Richmond,', 'BC', 'Canada']	We are a Canadian, family-owned and operated natural health and wellness brand established in 2009.  Our vision was to create the tastiest, most sustainable and nutritious gummies globally. We are now: the #1 gummy manufacturer in Canada, producing over 70 million pouches per year, exporting to over 40 different countries globally.   Today, Herbaland's purpose remains:  to bring health and wellness to everyone by making it fun, nutritious and earth-friendly.	Brands: Herbaland - all of our products are specially formulated to be vegan, low-sugar, certified gluten free and  non-GMO. 
	['Services', 'Special Attributes', 'Snacks', 'Supplements', 'Vitamins & Minerals']	[['Contract Manufacturing'], ['Functional Food', 'Gluten/Wheat Free', 'Vegan'], ['Other Snacks'], ['Amino Acids', 'Antioxidants', 'Collagen', 'Eye Health Supplements', 'Fitness & Weight Management', 'Glucosamine & Joint Health', 'Hair, Skin & Nail Supplements', 'Melatonin & Sleep Aids', 'Omegas, Fish Oil & EFAs', 'Probiotics & Digestion', 'Superfood & Greens Blends'], ["Children's Vitamins", 'Minerals', 'Multivitamins', 'Vitamins']]
1075	Herbion Naturals	Booth: 3307	['Fort Mill,', 'SC', 'United States']	Herbion all-natural plant based products provide effective and safe relief for all types of cough, cold & respiratory ailments. The optimally balanced blend of carefully selected herbs in our Cough Syrups, Cough Drops, Respiratory Care Granules optimizes immune system. Our Chest Rub and Nasal Inhaler helps alleviate congestion. Our range of gummies include Elderberry, Collagen, Ashwaghanda, Turmeric, Apple Cider Vinegar, Melatonin & Taurine.  Our brand Herbion Pets has a range of dog supplements.	Brands: Herbion Naturals, Herbion Pets	['Raw Ingredients', 'Services']	[['Herbs'], ['Contract Manufacturing']]
1076	Heritage Kulfi	Booth: 8720	['Princeton,', 'United States']	N/A	N/A	[]	[]
1077	Herr Foods Inc.	Booth: 5188	['Nottingham,', 'PA', 'United States']	Good Natured Selects is all about those little snacking victories. Real clean ingredients that are Non GMO and Gluten Free . Made with real vegetables.... carrots, bell peppers and spinach. that have a half serving of vegetables per snack serving.	Brands: Good Natured Selects	['Special Attributes']	[['Convenience', 'Flavorings', 'Kosher/Parve', 'Low Carb', 'Trans Fat Free']]
1078	Hesthetic Life Private Limited	Booth: 2572	['Surat,', 'Gujarat', 'India']	N/A	N/A	[]	[]
1079	Hethe Water	Booth: 8508	['Miguel Hidalgo,', 'Federal District', 'Mexico']	N/A	N/A	[]	[]
1080	Heyday Canning Co.	Booth: 8018	['Portland,', 'OR', 'United States']	N/A	N/A	[]	[]
1081	heywell	Booth: N1806	['Hinsdale,', 'IL', 'United States']	N/A	N/A	['Adult Beverages', 'Beverages', 'Special Attributes']	[['Non-Alcoholic Sparkling Beverages'], ['Flavored & Enhanced Water', 'Fruit Flavored Drinks', 'Sparkling Water & Seltzer', 'Sports & Energy Drinks', 'Tea & Infusions', 'Water'], ['Functional Beverage', 'Gluten/Wheat Free', 'Organic Ingredients', 'Vegan']]
1082	High Brew Coffee	Booth: 5045	['Austin,', 'TX', 'United States']	Born from the adventure of a lifetime and raised in Austin, TX, High Brew puts expertly crafted cold brewed coffee in a can to enjoy whenever and wherever you want it. We believe that great coffee helps you navigate anything the day throws your way, that’s why we cold brew every batch to be smooth, bold and full of natural energy with way less sugar. High Brew is for the go-getters and the trend-setters. It’s an elevated coffee experience with a can-do attitude, it’s cold brew for those who do™.	Brands: High Brew Coffee is made from 100% Arabica beans that are cold brewed over time, not heat. Our cold brew process creates two times the natural caffeine and lower acidity than traditionally brewed coffee, with way less sugar	['Special Attributes', 'Beverages']	[['Dairy Free', 'Gluten/Wheat Free'], ['Coffee']]
1083	Hikari Miso International, Inc.	Booth: N148	['Torrance,', 'CA', 'United States']	Founded in 1936 in Nagano Prefecture, Japan, Hikari Miso is Japan’s leading miso (fermented soybean paste) manufacturer and the number one maker of certified organic miso in the world.	Brands: Hikari Miso	['Special Attributes']	[['Ethnic', 'Kosher/Parve', 'Organic Food & Bev', 'Organic Ingredients', 'Organic Processed/Packaged', 'Soy Foods', 'Specialty/Gourmet', 'Vegan']]
1084	Hiker Coffee	Booth: F73	['Eau Claire,', 'WI', 'United States']	N/A	N/A	[]	[]
1085	Hillside Harvest	Booth: 8901	['Boston,', 'MA', 'United States']	N/A	N/A	['Condiments & Sauces']	[['Condiments & Sauces']]
1086	Himalaya Wellness	Booth: 2550	['Sugar Land,', 'TX', 'United States']	Family-owned and operated since 1930. Himalaya Herbal Healthcare is a worldwide pioneer in the field of scientifically studied herbal healthcare. In over 89 countries and more than 1200 published human clinical trials on our own products. Himalaya products are based on the wisdom of India's well respected traditional system of medicine and advancements in modern science. Makers of LiverCare®/Liv.52® and Botanique by Himalaya.	Brands: Himalaya Herbal Healthcare, Himalaya Pure Herbs, Botanique by Himalaya	[]	[]
1087	Hint, Inc.	Booth: 5307	['San Francisco,', 'CA', 'United States']	Seventeen years on, we’ve attracted our share of imitators, but no one has been able to match that touch of true fruit flavor in every bottle of Hint. The craftsmanship we put into creating flavors that fully reflect their fruit origin is unparalleled, with no sweeteners, no preservatives, and zero calories.	Brands: Hint Unsweetened Essence Water, Hint Unsweetened Essence Water with Vitamins	['Special Attributes']	[['Dietetic', 'Functional Beverage', 'Gluten/Wheat Free', 'Kosher/Parve']]
1088	HIPPEAS®	Booth: 5183	['New York,', 'NY', 'United States']	HIPPEAS® is on a mission to shake things up. HIPPEAS® is calling all snackers to #GivePeasAChance® while also doing good in the world. HIPPEAS® Plant-Based Snacks are Non-GMO Project Verified, certified gluten-free and vegan. Pea plants release nitrogen back into the earth, so they're naturally good for the planet.	N/A	[]	[]
1089	HIT THE TEA	Booth: 1694	['Seoul,', 'Seoul', 'Korea, Republic of']	N/A	N/A	['Beverages']	[['Tea & Infusions']]
1090	Hive to Table Honey Farms	Booth: 1591	['Little Rock,', 'AR', 'United States']	Hive To Table Honey Farms is the largest vertically integrated honey (we have our own bee hives) packaging company in America. We bring “Our Hives To Your Table®” We have three brands under one roof with distinct individual brand strategies.	Brands: Jamies Hive To Table-Honey with comb, Standalone Honeycomb, Infused Honey
Fischers Raw Honey since 1935
Kelleys Local Texas Honey
Zeiglers Uniquely Souter Honey Local from Georgia	['Baking & Cooking Ingredients']	[['Sugar Substitutes & Sweeteners']]
1091	Hiyo	Booth: N1146	['Venice,', 'CA', 'United States']	N/A	N/A	['Special Attributes', 'Beverages']	[['Functional Beverage', 'Organic Food & Bev', 'Full Line Organic', 'Organic Ingredients', 'Sustainability', 'Vegan'], ['Fruit Flavored Drinks', 'Sparkling Water & Seltzer']]
1092	HMF INTERNATIONAL SDN BHD	Booth: 3166	['ipoh,', 'Malaysia']	N/A	N/A	[]	[]
1093	Hodo	Booth: N1304	['Oakland,', 'CA', 'United States']	Hodo handcrafts delicious, wholesome, organic plant-based foods for people who love to eat well. We thoughtfully source every ingredient and use artisanal methods. Proudly based in Oakland, California.  	Brands: Hodo	['Special Attributes', 'Condiments & Sauces', 'Dairy Alternatives', 'Meat Alternatives', 'Snacks']	[['Convenience', 'Dairy Free', 'Egg Free', 'Ethnic/Multicultural', 'Food Service Ready', 'Gluten/Wheat Free', 'Organic Ingredients', 'Soy Foods', 'Vegan'], ['Condiments & Sauces'], ['Egg Substitutes'], ['Plant-based Meat', 'Tofu'], ['Other Snacks']]
1094	HoldOn Bags	Booth: 3032	['Santa Monica,', 'CA', 'United States']	HoldOn was born from the idea that there must be a better way to go about our daily chores. Trash bags and storage bags are irreplaceable staples, but do they need to be 100% plastic? 100% no. That's why we created HoldOn: plant-based, nontoxic, home compostable bags that are just as strong and durable as traditional plastic bags, so you don't have to sacrifice convenience to care for the planet.	N/A	['Packaging', 'Home', 'Special Attributes']	[['Recycled Products', 'Biodegradable Packaging'], ['Household Supplies'], ['Sustainability']]
1095	Holy! Water	Booth: 7814	['highland park,', 'IL', 'United States']	N/A	N/A	[]	[]
1096	Honey Droplet New Zealand Ltd	Booth: 5376, N740	['Irvine,', 'CA', 'United States']	N/A	N/A	[]	[]
1097	Honey Mama's	Booth: 5138	['Portland,', 'OR', 'United States']	Honey Mama’s launched in 2013 to offer decadent, nourishing treats to the marketplace. Sublime in texture & bold in flavor, our bars are a honey sweetened, coconut oil based chocolate made from five whole food ingredients. Gluten, soy, dairy & grain free, we are bringing an exciting new product to dessert, snack, and “on the go” treat. Made with Non-GMO & organic ingredients.	N/A	['Special Attributes']	[['Dairy Free', 'Functional Food', 'Gluten/Wheat Free']]
1098	Honey Smoked Fish Co	Booth: 5670	['Denver,', 'CO', 'United States']	Try the FIRST ever refrigerated seafood Snack Pack to market! Honey Smoked Salmon is a fully cooked, ready-to-eat protein, hot smoked over 100% honey-coated hickory. Fresh, never frozen, our Honey Smoked Salmon reinvents the traditional smoked seafood category. Try one of our 5 flavored salmon fillets, our Spread & Dip, or our NEW Salmon Stackers.	Brands: The Honey Smoked Fish Co. provides a variety of Honey Smoked Salmon branded products including whole fillets, portioned cuts, spreads & dips, as well as on-the-go snack products.	['Meat & Seafood', 'Raw Ingredients', 'Special Attributes']	[['Fish & Seafood'], ['Omega-3', 'Proteins/Amino Acids', 'Vitamins'], ['Convenience', 'Food Service Ready', 'Gluten/Wheat Free', 'Kosher/Parve']]
1099	Honey Stinger	Booth: 5420	['Steamboat Springs,', 'CO', 'United States']	Located in Steamboat Springs, Colorado, Honey Stinger makes convenient, nutritious and great-tasting honey-based foods including energy and snack bars, organic protein bars, organic energy gels, organic waffles, gluten free organic waffles, and organic chews. Fueling the country's top athletes and teams, including USA Nordic, the NCAA, and the U.S. military, Honey Stinger products may be found at specialty sporting goods retailers, grocers, convenient stores and online at www.honeystinger.com	Brands: Honey Stinger	['Other Products & Services', 'Special Attributes', 'Breakfast', 'Snacks']	[['Organic Gels'], ['Allergy Free', 'Dairy Free', 'Egg Free', 'Convenience', 'Gluten/Wheat Free', 'Organic Ingredients'], ['Breakfast Bars'], ['Energy & Nutrition Bars']]
1100	Honolulu Cookie Company	Booth: N1832	['Honolulu,', 'HI', 'United States']	N/A	N/A	[]	[]
1101	HOP WTR	Booth: 5704	['Los Angeles,', 'CA', 'United States']	HOP WTR is a non-alcoholic sparkling hop water crafted with bold hops and mood-boosting ingredients. Our proprietary blend of stress-busting hops, adaptogens and nootropics makes our brew burst with healthy benefits while tasting crisp, light, and satisfying. Boldly flavored and with no calories, carbs, sugar or gluten, HOP WTR is The Healthy Way to Hops.	N/A	['Special Attributes']	[['Allergy Free', 'Canned', 'Dietetic', 'Flavorings', 'Functional Beverage', 'Gluten/Wheat Free', 'Low Carb', 'Salt-Free', 'Vegan']]
