0	(re)zip	Booth: N2046	['Austin,', 'TX', 'United States']	Rezip Co. designs thoughtful products to help  consumers live a simpler, greener lifestyle. (re)zip® Reusable Storage Bags are the original  food-safe, lightweight, leakproof, freezer-safe  reusable bags. They are designed to simplify  food storage, and make it easy  for consumers to consciously reduce single-use  plastic baggies. (re)zip Reusable Storage Bags  are available in an assortment of sizes and styles  to accommodate a variety of uses including food  prep, pantry storage, organization, and more	Brands: Rezip	['Home', 'Pet', 'Special Attributes']	[['Household Supplies', 'Kitchen & Dining', 'Miscellaneous'], ['Pet Food - Cat', 'Pet Food - Dog'], ['Sustainability']]
524	CIAPST(BEIJING) INTERNATIONAL EXHIBITION CO., LTD.	Booth: 1009	['Haidian District,', 'Beijing', 'China']	N/A	N/A	[]	[]
525	CIAPST(BEIJING) INTERNATIONAL EXHIBITION CO., LTD.	Booth: 1011	['Haidian District,', 'Beijing', 'China']	N/A	N/A	[]	[]
526	CIAPST(BEIJING) INTERNATIONAL EXHIBITION CO., LTD.	Booth: 4074	['Haidian District,', 'Beijing', 'China']	N/A	N/A	[]	[]
527	CIAPST(BEIJING) INTERNATIONAL EXHIBITION CO., LTD.	Booth: 3620	['Haidian District,', 'Beijing', 'China']	N/A	N/A	[]	[]
528	CIAPST(BEIJING) INTERNATIONAL EXHIBITION CO., LTD.	Booth: 3521	['Haidian District,', 'Beijing', 'China']	N/A	N/A	[]	[]
529	CIAPST(BEIJING) INTERNATIONAL EXHIBITION CO., LTD.	Booth: 3798	['Haidian District,', 'Beijing', 'China']	N/A	N/A	[]	[]
530	Cibaria International	Booth: 5413	['Riverside,', 'CA', 'United States']	Cibaria carries a full line of Imported Olive Oils, Seed & Nut Oils, Specialty Oils & Butters, Organic Oils, Non-GMO Oils, Custom Blended Oils, Vinegars, Balsamic Vinegars of Modena, Pantry items including dips, tapenades & Stuffed Olives. We offer bulk, foodservice, retail, white label and private label sales programs. We have  Organic, Kosher, and NON-GMO Project Verified Certifications. Our brands include Cibaria, Fior D'Italia, Coastal Creations, and Amore Vita.	Brands: Fior D'Italia Cibaria Coastal Creations ['Condiments & Sauces', 'Cosmetics Personal Care', 'Packaging', 'Raw Ingredients', 'Services', 'Special Attributes']	[['Salad Dressings'], ['Deodorant & Anti-Perspirant'], ['Glass Bottles'], ['Fats & Oils'], ['Contract Manufacturing'], ['Kosher/Parve', 'Organic Ingredients']]
531	Cibo Vita Inc	Booth: N513	['Totowa,', 'NJ', 'United States']	Cibo Vita remains at the forefront of the smart snacking movement through its commitment to research and innovation. With its flagship brand, Nature's Garden, the snack manufacturer continues to develop products that meet the needs of the consumer - receiving awards and national acclaim for their unwavering commitment to excellence. With its new brand Behonest, Cibo Vita has expanded its product portfolio to include better-for-you chocolate confectionery.	Brands: Nature's Garden, Chocolate Orchard, BeHonest	['Special Attributes', 'Snacks']	[['Convenience', 'Kosher/Parve', 'Low Carb', 'Organic Ingredients', 'Functional Food'], ['Dried Fruit', 'Fruit Snacks', 'Nuts & Seeds', 'Trail Mix & Snack Mixes']]
532	CII	Booth: 344	['Leavenworth,', 'KS', 'United States']	CII manufactures colored and flavored particulates that can be Natural, Non-GMO, Organic, Gluten Free and truly be manufactured to meet our customers needs.  CII manufactures direct expanded whole grain, protein and microbiome crisps.  CII has partnered with Optibioitix to represent their interest in North America to showcase Slimbiome, a weight management microbiome.  Stop by our booth #122 in the Arena and evaluate our new TPP samples that can be utilized in numerous applications.	N/A	['Raw Ingredients', 'Special Attributes', 'Bakery', 'Frozen', 'Meat Alternatives', 'Snacks']	[['**flavors', 'Other'], ['Functional Food', 'Gluten/Wheat Free', 'Organic Ingredients', 'Kosher/Parve'], ['Bread'], ['Ice Cream'], ['Plant-based Fish & Seafood'], ['Cereal & Granola Bars', 'Trail Mix & Snack Mixes']]
533	Cindy's Kitchen	Booth: 2135	['Brockton,', 'MA', 'United States']	N/A	N/A	[]	[]
534	Cinnaroll Bakeries Limited	Booth: 2594	['Calgary,', 'AB', 'Canada']	N/A	N/A	[]	[]
535	Cipriani Food	Booth: N1352	['Elizabeth,', 'NJ', 'United States']	N/A	N/A	['Adult Beverages', 'Pasta Sauce & Noodles', 'Bakery', 'Condiments & Sauces', 'Seasonings & Spices']	[['Non-Alcoholic Sparkling Beverages', 'Non-Alcoholic Wine'], ['Dry Pasta & Noodles', 'Pasta Sauce'], ['Cakes'], ['Jams & Fruit Spreads'], ['Salt']]
536	Ciranda	Booth: 1605	['Hudson,', 'WI', 'United States']	Ciranda is a leading supplier of certified organic, non-GMO and fair trade ingredients with expertise in agave, tapioca, and rice syrups; gluten-free flours and starches; cocoa and chocolates; coconut products; RSPO-IP sustainable palm oils; and liquid and powdered lecithin. The employee-owned company operates from headquarters in Hudson, Wisconsin, with warehouses across North America to service its clients in the natural products industry.	Brands: TapiOK®, PalmFruit™, CocoaRica®, d'Agave®	['Special Attributes', 'Raw Ingredients']	[['Organic Ingredients', 'Gluten/Wheat Free', 'Full Line Organic', 'Cocoa', 'Dairy Free', 'Sustainability'], ['Fats & Oils', 'Starch & Dextrin']]
537	Circ	Booth: N2212	['Manchester,', 'NH', 'United States']	N/A	N/A	[]	[]
538	CIUTI INTERNATIONAL COOKING OILS	Booth: 5171	['Rancho Cucamonga,', 'CA', 'United States']	Specialty Oils are our Specialty ~ Importer & Packer of Organic & Non-GMO cooking & cosmetic oils.  Products - Extra Virgin Olive Oil, Avocado Oil, Coconut Oil, Grapeseed Oil, Sunflower Oil and other Specialty Oils and blends.  Services - Retail Foodservice Bulk Private Label  Certifications - BRC USDA Organic Non-GMO Project Verified Kosher  Offering our brands or your private label at pallet quantities from our CA packing facility, allowing you to minimize risk & lead time when trying out new products.	Brands: Ciuti brands (Ciuti, La Campania, Villa Maria, more) or private label and co-packing services available.	['Raw Ingredients', 'Services', 'Special Attributes']	[['Branded Ingredients', 'Fats & Oils'], ['Contract Manufacturing'], ['Allergy Free', 'Food Service Ready', 'Kosher/Parve', 'Organic Food & Bev', 'Organic Ingredients']]
539	Clarkson Specialty Lecithins	Booth: F120	['Cerpo Gordo,', 'IL', 'United States']	N/A	N/A	[]	[]
540	Claros Farm	Booth: N1552	['Claymont,', 'DE', 'United States']	N/A	N/A	['Snacks']	[['Dried Fruit', 'Fruit Snacks']]
541	CLEAN Cause	Booth: 1406	['Austin,', 'TX', 'United States']	50% PROFITS SUPPORT ADDICTION RECOVERY  Organic, low-sugar, 160mg of caffeine from Yerba Mate  #CLEANCause #BETTERCAFFEINE	Brands: CLEAN Cause Sparkling Yerba Mate	['Special Attributes']	[['Dairy Free', 'Functional Beverage', 'Gluten/Wheat Free', 'Low Carb', 'Organic Food & Bev', 'Organic Ingredients', 'Organic Processed/Packaged', 'Vegan']]
542	Clean Circle	Booth: 8000	['Hawthorne,', 'CA', 'United States']	N/A	N/A	[]	[]
543	Clean Label Project Certification	Booth: 3195	['Denver,', 'CO', 'United States']	N/A	N/A	['Services']	[['Analytical Laboratories', 'Certification Services', 'Consulting']]
544	CLEAN ROOTS	Booth: 2570	['ALBANY,', 'NY', 'United States']	N/A	N/A	[]	[]
545	Clean Simple Eats	Booth: N842	['South Jordan,', 'UT', 'United States']	N/A	N/A	['Beverages', 'Supplements']	[['Protein Shakes (ready-to-drink)', 'Sports & Energy Drinks'], ['Amino Acids', 'Antioxidants', 'Collagen', 'Fitness & Weight Management', 'Hair, Skin & Nail Supplements', 'Probiotics & Digestion', 'Superfood & Greens Blends']]
546	Cleancult	Booth: 3048	['New York,', 'NY', 'United States']	N/A	N/A	[]	[]
547	Cleanery	Booth: 3211	['Auckland,', 'New Zealand']	N/A	N/A	[]	[]
548	Cleanlogic	Booth: 2934	['Audubon,', 'PA', 'United States']	Nothing feels as good as being nice and clean. For us, it’s more than a feeling, it’s the way we run our business, make our products, and treat our customers. It’s why we always offer a full line of bath and shower accessories that will get you clean and keep you feeling great. Cleanlogic is the leader in social responsibility, adding Braille to our packaging and giving back to our family foundation, the Inspiration Foundation.	Brands: Cleanlogic Cleanlogic Sustainable Cleanlogic Detox ['Cosmetics Personal Care']	[['Bath & Body', 'Facial Care', "Men's Personal Care & Grooming"]]
549	Clear Theory	Booth: N1248	['Bergenfield,', 'NJ', 'United States']	we’ve created a premium CLEAR water enhancer infused with zinc and electrolytes, which are excellent for boosting your immune system.  We promise 100% transparent hydration, which means nothing artificial! CRYSTAL CLEAR water with a boost of flavor and benefits.  The only one on the market.  We are non gmo project verified too. 	Brands: Clear Theory	[]	[]
550	Cleveland Kitchen	Booth: N322	['Cleveland,', 'OH', 'United States']	N/A	N/A	[]	[]
551	Cliganic	Booth: 2409	['WALNUT,', 'CA', 'United States']	N/A	N/A	['Cosmetics Personal Care', 'Special Attributes']	[['Hair Care', 'Facial Care', 'Home Spa & Massage', 'Nail Care'], ['Cruelty-Free', 'Organic Ingredients', 'Sustainability', 'Vegan']]
552	Clio Snacks	Booth: N400	['Piscataway,', 'NJ', 'United States']	Clio Snacks is shaking up the yogurt category with the first-to-market Greek yogurt bar.  Clio bars consist of creamy, whole milk Greek yogurt wrapped in chocolate, combining the nutritional benefits of yogurt – 8-9g protein and billions of probiotics – with the convenience of a bar. Perfect for an on-the-go nutritious breakfast, a satiating afternoon snack, or a guilt-free indulgence for dessert, Clio bars allow consumers to snack clean without compromise.	Brands: Clio Snacks	['Special Attributes', 'Dairy & Eggs', 'Breakfast', 'Candy', 'Snacks']	[['Convenience', 'Gluten/Wheat Free', 'Kosher/Parve'], ['Yogurt'], ['Breakfast Bars'], ['Candied & Chocolate Covered Snacks'], ['Other Snacks']]
553	Cloud Water Brands	Booth: N819	['New York,', 'NY', 'United States']	SPARKLING BEVERAGE WITH PREMIUM BOTANICALS AND 25 MG OF HEMP EXTRACT.	N/A	[]	[]
554	Cloud Water, LLC dba Cirro Water	Booth: 242	['Los Angeles,', 'CA', 'United States']	N/A	N/A	[]	[]
555	Cloud23	Booth: N1637	['Sherman Oaks,', 'CA', 'United States']	N/A	N/A	[]	[]
556	CoAqua, NA Inc.	Booth: 2890	['Ponte Vedra Beach, FL,', 'FL', 'United States']	N/A	N/A	[]	[]
557	Cobram Estate	Booth: 2792	['Woodland,', 'CA', 'United States']	N/A	N/A	[]	[]
558	coco5	Booth: 5399	['Scottsdale,', 'AZ', 'United States']	N/A	N/A	['Special Attributes']	[['Gluten/Wheat Free']]
559	Cocobear Inc.	Booth: F6	['Lafayette,', 'CO', 'United States']	Cocobear is an entirely new and unique product in a food and beverage group that is  already known for its versatility and health benefits. Coconut water is a rapidly growing  beverage trend, and coconut meat is being rediscovered for food diets ranging from  plant-based to keto. Cocobear is the world’s first and only frozen coconut using our  Coco-Below-Zero technology, bringing the tropics to your table. They are a drink and  snack in one, perfect for the whole family to enjoy	Brands: Cocobear is the world’s first and only frozen coconut using our Coco-Below-Zero technology, bringing the tropics to your table. They are a drink and snack in one, perfect for the whole family to enjoy	['Raw Ingredients', 'Special Attributes']	[['Fruits & Vegetables'], ['Convenience', 'Full Line Organic', 'Organic Food & Bev', 'Specialty/Gourmet', 'Vegan']]
560	Cocojune Products	Booth: N1846	['New York,', 'NY', 'United States']	We are a team of fermentation nerds, food lovers and nature enthusiasts. We’re friend-owned and operated (and still friends). Our backgrounds range from food manufacturing to design – with stints in finance, tech and biodynamic farming. What makes us excited is creating something that brings happiness and well-being. Creating something that people intuitively enjoy, that feels good and does good. We believe that food is an amazing medium for inspiring joy, connection and environmental change	Brands: Cocojune	['Dairy & Eggs', 'Special Attributes']	[['Yogurt'], ['Convenience', 'Dairy Free', 'Full Line Organic', 'Gluten/Wheat Free', 'Kosher/Parve', 'Organic Food & Bev', 'Organic Ingredients', 'Vegan']]
561	Cocomo Coast LLC	Booth: 1545, 3795, 3994, 4092, 4293, N1218	['SUNNY ISLES BEACH,', 'FL', 'United States']	N/A	N/A	[]	[]
562	Cocotana Coconut Products	Booth: 1963	['Negombo,', 'Sri Lanka']	N/A	N/A	['Baking & Cooking Ingredients']	[['Baking & Cooking Mixes', 'Canned & Powdered Milk', 'Cooking Oils & Shortening', 'Flours, Meals', 'Oil Sprays']]
563	Cocrystal Technology (Jiaxing) Co. LTD	Booth: 4178	['Jiashan,', 'Zhejiang', 'China']	N/A	N/A	['Raw Ingredients', 'Vitamins & Minerals']	[['Branded Ingredients', 'Other', 'Vitamins'], ['Vitamins']]
564	Codeage	Booth: 4773	['Boca Raton,', 'FL', 'United States']	N/A	N/A	[]	[]
565	Coffee Bean & Tea Leaf	Booth: 2155	['Los Angeles,', 'CA', 'United States']	N/A	Brands: Coffee Bean & Tea Leaf ['Beverages']	[['Coffee', 'Tea & Infusions']]
566	Color Garden	Booth: 542	['Anaheim,', 'CA', 'United States']	colorMaker develops and manufactures custom natural color blends compatible with a client's product, process and packaging requirements.  Color Garden are consumer packaged, shelf-stable, natural food colors for the home baker.  Color Garden natural colors are 100% plant based; they are Non-GMO, gluten-free, allergen-free, and vegan.	Brands: colorMaker, Inc.; and Color Garden - Pure Natural Food Colors	['Special Attributes']	[['Allergy Free', 'Cruelty-Free', 'Dairy Free', 'Egg Free', 'Gluten/Wheat Free', 'Kosher/Parve', 'Specialty/Gourmet']]
567	Colorexa USA Corporation	Booth: 1633	['Deerfield Beach,', 'FL', 'United States']	Exandal is the largest producer and exporter of Tara Gum in the world.It's is a hydrocolloid and a food ingredient used as a stabilizer,thickener and emulsifier in bakery,meat and other food applications.Tara Gum is the best replacer of LBG and a partial replacer of Carrageenan,Xanthan Gum among other food gums.Colorexa is one of the leading producers and exporters of Peruvian Quinoa grains and Superfood products in the world.Quinoa is highly nutritional and rich in protein and amino acids.	N/A	['Baking & Cooking Ingredients', 'Breakfast', 'Dried Beans, Rice & Grains', 'Raw Ingredients', 'Special Attributes']	[['Baking Powder, Baking Soda & Yeast', 'Flours, Meals'], ['Breakfast Bars', 'Cereal', 'Granola', 'Puffed Grain Cereal'], ['Dried Grains', 'Other Dried Goods'], ['Other', 'Proteins/Amino Acids'], ['Full Line Organic', 'Gluten/Wheat Free', 'Kosher/Parve', 'Organic Ingredients', 'Vegan']]
568	Columbus Vegetable Oils	Booth: 2053	['Des Plaines,', 'IL', 'United States']	Our goal for over 80 years is to help you achieve your goal by providing our customers with the highest quality Fats, Oils, Shortenings, Dressings, Sauces and now Lard & Tallow to the food industry.  Organic Oils, Non-GMO Oils, the list is endless. Blends, private label, immediate QC technical assistance and customer service you don't have to wait for.	Brands: Butcher Boy, Sorrento, Mike Brand, Nature's Secret, Columbus, Sunrise, Sun Brand, Penola	['Condiments & Sauces', 'Raw Ingredients', 'Special Attributes', 'Baking & Cooking Ingredients', 'Cosmetics Personal Care', 'Pet']	[['Salad Dressings', 'Condiments & Sauces', 'Hot Sauces', 'Marinades & Sauces', 'Mayonnaise', 'Shelf Stable Dips & Spreads'], ['Fats & Oils'], ['Gluten/Wheat Free', 'Kosher/Parve', 'Organic Ingredients', 'Specialty/Gourmet', 'Trans Fat Free'], ['Cooking Oils & Shortening', 'Shortening & Lard'], ['Facial Care'], ['Pet Food - Dog']]
569	Comet	Booth: 5122	['Schaumburg,', 'IL', 'United States']	By upcycling the abundant and naturally-occurring plant nutrition currently underutilized in our food system, COMET is creating a sustainable alternative that is scalable to the needs of our growing planet.	N/A	['Dairy & Eggs', 'Special Attributes', 'Bakery', 'Beverages', 'Dairy Alternatives', 'Snacks', 'Supplements']	[['Yogurt'], ['Functional Beverage', 'Functional Food'], ['Bread', 'Cookies', 'Muffins'], ['Coffee', 'Powdered Drink Mixes', 'Soda', 'Tea & Infusions'], ['Plant-based Yogurt'], ['Energy & Nutrition Bars'], ['Probiotics & Digestion']]
570	Commercial Bakeries Corp.	Booth: 1485	['Toronto,', 'ON', 'Canada']	PRIVATE LABEL COOKIE SPECIALISTS CERTIFIED ORGANIC, NON-GMO PROJECT VERIFIED, GLUTEN-FREE COOKIES AVAILABLE. WIRECUTS, ROTARY, SANDWICH CREMES, 100 CAL PACKS. UNIQUE PACKAGING OPTIONS AVAILABLE INCLUDING ZIPLOCK POUCHES, SINGLE SERVE, TRAYS, BOXES, CARTONS.	N/A	['Special Attributes', 'Other Products & Services']	[['Dietetic', 'Kosher/Parve', 'Organic Processed/Packaged', 'Gluten/Wheat Free', 'Trans Fat Free', 'Organic Food & Bev'], ["Children's Miscellaneous"]]
571	Compound Solutions, Inc.	Booth: 3410	['Carlsbad,', 'CA', 'United States']	Compound Solutions is the go-to company representing and distributing unique, patented nutraceutical ingredients that improve the health and performance of individuals. Compound Solutions supplies effective, science-based ingredients to sports nutrition, functional food, and nutraceutical manufacturers. We are committed to building and maintaining long-term relationships with our global customers and suppliers.	Brands: TeaCrine®: Energy, mood & focus Dynamine™: Fast-Acting energy PeakO2®: Adaptogen Power and Endurance Fibriss™: Organic Fiber Powders Yüth™: Polyamines Sukré™: Purified Acacia Hydrolysate goFAT®: Fat powders goMCT®: Zero net carb MCTs ['Raw Ingredients', 'Special Attributes']	[['Branded Ingredients', 'Fats & Oils', 'Probiotics', 'Proteins/Amino Acids', 'Single Element Minerals'], ['Cocoa', 'Dairy Free', 'Low Carb']]
572	Conagra Brands	Booth: 1117	['Chicago,', 'IL', 'United States']	Conagra Brands (NYSE: CAG), headquartered in Chicago, combines a rich heritage of making great food with a sharpened focus and entrepreneurial spirit. We’re transforming the way we operate to fulfill what consumers and customers want, in a smart, simple way. We’re modernizing our iconic food brands, leveraging fresh opportunities and adapting to a changing landscape – all with a culture that’s ready to capture growth and drive shareholder value.	Brands: Alexia, Angie's BOOMCHICKAPOP, Blake's, Duke's, Earth Balance, evol, Frontera, Gardein, Glutino, Udi's, Boulder Brands	['Frozen', 'Meat Alternatives', 'Snacks', 'Special Attributes']	[['Frozen Entrées', 'Frozen Vegetables'], ['Plant-based Fish & Seafood', 'Plant-based Meat', 'Plant-based Poultry', 'Plant-based Sausage'], ['Popcorn & Puffs', 'Pretzels'], ['Gluten/Wheat Free', 'Organic Processed/Packaged', 'Specialty/Gourmet', 'Vegan']]
